step,split,time_unix,train_excitation_cross_entropy,train_loss,val_excitation_cross_entropy,val_loss
7340,train,1783389675.7098987,3.260314464569092,3.260314464569092,,
7350,train,1783389678.02439,3.308046817779541,3.308046817779541,,
7360,train,1783389680.828727,3.2341346740722656,3.2341346740722656,,
7370,train,1783389683.1447806,3.2330782413482666,3.2330782413482666,,
7380,train,1783389685.5289352,3.2285170555114746,3.2285170555114746,,
7390,train,1783389687.9292464,3.1527130603790283,3.1527130603790283,,
7400,train,1783389690.2910285,3.224635124206543,3.224635124206543,,
7410,train,1783389692.6171432,3.2939395904541016,3.2939395904541016,,
7420,train,1783389695.0079525,3.1560986042022705,3.1560986042022705,,
7430,train,1783389697.4119344,3.164534568786621,3.164534568786621,,
7440,train,1783389699.7450516,3.2875733375549316,3.2875733375549316,,
7450,train,1783389702.5916314,3.242255210876465,3.242255210876465,,
7460,train,1783389704.9125836,3.254270553588867,3.254270553588867,,
7470,train,1783389707.268354,3.252065896987915,3.252065896987915,,
7480,train,1783389709.6313014,3.166086196899414,3.166086196899414,,
7490,train,1783389711.9690356,3.2741549015045166,3.2741549015045166,,
7500,train,1783389714.355896,3.265202522277832,3.265202522277832,,
7510,train,1783389716.7083008,3.2622132301330566,3.2622132301330566,,
7520,train,1783389719.0827446,3.2535641193389893,3.2535641193389893,,
7530,train,1783389721.4143212,3.346011161804199,3.346011161804199,,
7540,train,1783389723.7524672,3.215502977371216,3.215502977371216,,
7550,train,1783389726.5449426,3.309943199157715,3.309943199157715,,
7560,train,1783389728.9227777,3.1811342239379883,3.1811342239379883,,
7570,train,1783389731.307943,3.199373960494995,3.199373960494995,,
7580,train,1783389733.7159169,3.061598777770996,3.061598777770996,,
7590,train,1783389736.0805442,3.234611988067627,3.234611988067627,,
7600,train,1783389738.5112553,3.2321741580963135,3.2321741580963135,,
7610,train,1783389740.8693404,3.1513726711273193,3.1513726711273193,,
7620,train,1783389743.2204113,3.2053186893463135,3.2053186893463135,,
7630,train,1783389745.569661,3.237102508544922,3.237102508544922,,
7640,train,1783389747.9568315,3.2330493927001953,3.2330493927001953,,
7650,train,1783389750.7801886,3.1895875930786133,3.1895875930786133,,
7660,train,1783389753.1835387,3.25829815864563,3.25829815864563,,
7670,train,1783389755.580537,3.219053268432617,3.219053268432617,,
7680,train,1783389757.9509037,3.1755924224853516,3.1755924224853516,,
7690,train,1783389760.3581145,3.313408374786377,3.313408374786377,,
7700,train,1783389762.7824097,3.2611758708953857,3.2611758708953857,,
7710,train,1783389765.1620252,3.1806249618530273,3.1806249618530273,,
7720,train,1783389767.5849743,3.176539182662964,3.176539182662964,,
7730,train,1783389769.9515631,3.171588897705078,3.171588897705078,,
7740,train,1783389772.3038762,3.210360527038574,3.210360527038574,,
7750,train,1783389775.2674417,3.221177101135254,3.221177101135254,,
7760,train,1783389777.6628299,3.2445569038391113,3.2445569038391113,,
7770,train,1783389780.0844057,3.118619441986084,3.118619441986084,,
7780,train,1783389782.459476,3.1777384281158447,3.1777384281158447,,
7790,train,1783389784.8437955,3.2175393104553223,3.2175393104553223,,
7800,train,1783389787.2677426,3.295167922973633,3.295167922973633,,
7810,train,1783389789.6653044,3.2021143436431885,3.2021143436431885,,
7820,train,1783389792.048076,3.180086851119995,3.180086851119995,,
7830,train,1783389794.4136543,3.285996913909912,3.285996913909912,,
7840,train,1783389796.6517646,3.305854082107544,3.305854082107544,,
7850,train,1783389799.6523361,3.206685781478882,3.206685781478882,,
7860,train,1783389802.0214403,3.1688883304595947,3.1688883304595947,,
7870,train,1783389804.3722765,3.2626757621765137,3.2626757621765137,,
7880,train,1783389806.7551875,3.2016613483428955,3.2016613483428955,,
7890,train,1783389809.1238735,3.1842257976531982,3.1842257976531982,,
7900,train,1783389811.4542642,3.414431571960449,3.414431571960449,,
7910,train,1783389813.812485,3.2592923641204834,3.2592923641204834,,
7920,train,1783389816.1772466,3.108626365661621,3.108626365661621,,
7930,train,1783389818.539302,3.218008518218994,3.218008518218994,,
7940,train,1783389821.460658,3.1482808589935303,3.1482808589935303,,
7950,train,1783389823.846729,3.3192996978759766,3.3192996978759766,,
7960,train,1783389826.2224212,3.2455811500549316,3.2455811500549316,,
7970,train,1783389828.632096,3.131601333618164,3.131601333618164,,
7980,train,1783389831.0297492,3.2049906253814697,3.2049906253814697,,
7990,train,1783389833.4237666,3.264143228530884,3.264143228530884,,
8000,train,1783389835.8688905,3.1793956756591797,3.1793956756591797,,
8010,train,1783389838.227541,3.2984797954559326,3.2984797954559326,,
8020,train,1783389840.6292562,3.2496769428253174,3.2496769428253174,,
8030,train,1783389842.952965,3.268568754196167,3.268568754196167,,
8040,train,1783389845.958953,3.1720800399780273,3.1720800399780273,,
8050,train,1783389848.4359536,3.217118740081787,3.217118740081787,,
8060,train,1783389850.8267188,3.338608503341675,3.338608503341675,,
8070,train,1783389853.203391,3.2785837650299072,3.2785837650299072,,
8080,train,1783389855.5521917,3.2399752140045166,3.2399752140045166,,
8090,train,1783389857.8886,3.332319736480713,3.332319736480713,,
8100,train,1783389860.3112633,3.1866025924682617,3.1866025924682617,,
8110,train,1783389862.6469874,3.228895425796509,3.228895425796509,,
8120,train,1783389865.007619,3.264705181121826,3.264705181121826,,
8130,train,1783389867.3544695,3.152353525161743,3.152353525161743,,
8140,train,1783389870.1365495,3.110337495803833,3.110337495803833,,
8150,train,1783389872.5035648,3.295501232147217,3.295501232147217,,
8160,train,1783389874.8817956,3.194331407546997,3.194331407546997,,
8170,train,1783389877.247566,3.155489921569824,3.155489921569824,,
8180,train,1783389879.561036,3.336103677749634,3.336103677749634,,
8190,train,1783389881.9327388,3.219566822052002,3.219566822052002,,
8200,train,1783389884.331961,3.147481679916382,3.147481679916382,,
8210,train,1783389886.7085295,3.211289882659912,3.211289882659912,,
8220,train,1783389889.073407,3.2232325077056885,3.2232325077056885,,
8230,train,1783389891.4250245,3.2398650646209717,3.2398650646209717,,
8240,train,1783389894.2016027,3.156461715698242,3.156461715698242,,
8250,train,1783389896.606706,3.2025837898254395,3.2025837898254395,,
8260,train,1783389899.0057902,3.182992935180664,3.182992935180664,,
8270,train,1783389901.3464167,3.3131792545318604,3.3131792545318604,,
8280,train,1783389903.6920915,3.240177869796753,3.240177869796753,,
8290,train,1783389906.047006,3.236320734024048,3.236320734024048,,
8300,train,1783389908.441563,3.190723180770874,3.190723180770874,,
8310,train,1783389910.7885408,3.1682441234588623,3.1682441234588623,,
8320,train,1783389913.1192145,3.1918652057647705,3.1918652057647705,,
8330,train,1783389915.3815348,3.170449733734131,3.170449733734131,,
8340,train,1783389918.2731552,3.164736747741699,3.164736747741699,,
8350,train,1783389920.6631532,3.2643473148345947,3.2643473148345947,,
8360,train,1783389923.0190847,3.287271022796631,3.287271022796631,,
8370,train,1783389925.3666852,3.3788955211639404,3.3788955211639404,,
8380,train,1783389927.7202992,3.216054677963257,3.216054677963257,,
8390,train,1783389930.112459,3.1831448078155518,3.1831448078155518,,
8400,train,1783389932.514051,3.2226033210754395,3.2226033210754395,,
8410,train,1783389934.8689008,3.16035532951355,3.16035532951355,,
8420,train,1783389937.247232,3.2543962001800537,3.2543962001800537,,
8430,train,1783389940.1341088,3.1991395950317383,3.1991395950317383,,
8440,train,1783389942.5184805,3.0828311443328857,3.0828311443328857,,
8450,train,1783389944.9181376,3.1894474029541016,3.1894474029541016,,
8460,train,1783389947.2542696,3.272836208343506,3.272836208343506,,
8470,train,1783389949.604977,3.143089771270752,3.143089771270752,,
8480,train,1783389951.9512546,3.18556809425354,3.18556809425354,,
8490,train,1783389954.2898598,3.136573553085327,3.136573553085327,,
8500,train,1783389956.6732633,3.278256893157959,3.278256893157959,,
8510,train,1783389958.9924157,3.2813329696655273,3.2813329696655273,,
8520,train,1783389961.311096,3.2264459133148193,3.2264459133148193,,
8530,train,1783389964.0909936,3.2219998836517334,3.2219998836517334,,
8540,train,1783389966.4887178,3.299351453781128,3.299351453781128,,
8550,train,1783389968.8920527,3.2581405639648438,3.2581405639648438,,
8560,train,1783389971.249287,3.200618267059326,3.200618267059326,,
8570,train,1783389973.5920298,3.284115791320801,3.284115791320801,,
8580,train,1783389975.9164174,3.273691177368164,3.273691177368164,,
8590,train,1783389978.3057938,3.2487924098968506,3.2487924098968506,,
8600,train,1783389980.720264,3.255319356918335,3.255319356918335,,
8610,train,1783389983.0412152,3.196577548980713,3.196577548980713,,
8620,train,1783389985.375802,3.2110140323638916,3.2110140323638916,,
8630,train,1783389988.1960146,3.1799914836883545,3.1799914836883545,,
8640,train,1783389990.5519304,3.2401156425476074,3.2401156425476074,,
8650,train,1783389992.9191344,3.211885452270508,3.211885452270508,,
8660,train,1783389995.2776756,3.2737772464752197,3.2737772464752197,,
8670,train,1783389997.6392066,3.1982808113098145,3.1982808113098145,,
8680,train,1783389999.9977317,3.260336399078369,3.260336399078369,,
8690,train,1783390002.3413324,3.198678970336914,3.198678970336914,,
8700,train,1783390004.708273,3.205144166946411,3.205144166946411,,
8710,train,1783390007.0910485,3.0911550521850586,3.0911550521850586,,
8720,train,1783390009.4340596,3.177215337753296,3.177215337753296,,
8730,train,1783390012.2086985,3.1935415267944336,3.1935415267944336,,
8740,train,1783390014.5576658,3.306581974029541,3.306581974029541,,
8750,train,1783390016.9446762,3.196359157562256,3.196359157562256,,
8760,train,1783390019.296405,3.2902774810791016,3.2902774810791016,,
8770,train,1783390021.6532354,3.18314790725708,3.18314790725708,,
8780,train,1783390024.0064816,3.3029897212982178,3.3029897212982178,,
8790,train,1783390026.4138775,3.083597183227539,3.083597183227539,,
8800,train,1783390028.8235576,3.176358938217163,3.176358938217163,,
8810,train,1783390031.1704664,3.247861385345459,3.247861385345459,,
8820,train,1783390033.4566154,3.1498823165893555,3.1498823165893555,,
8830,train,1783390036.374622,3.147660732269287,3.147660732269287,,
8840,train,1783390038.7479837,3.1196341514587402,3.1196341514587402,,
8850,train,1783390041.147605,3.1933720111846924,3.1933720111846924,,
8860,train,1783390043.5063045,3.180330991744995,3.180330991744995,,
8870,train,1783390045.8529701,3.316019058227539,3.316019058227539,,
8880,train,1783390048.1788492,3.2716593742370605,3.2716593742370605,,
8890,train,1783390050.5557957,3.0708796977996826,3.0708796977996826,,
8900,train,1783390052.9729462,3.20422625541687,3.20422625541687,,
8910,train,1783390055.333666,3.221116304397583,3.221116304397583,,
8920,train,1783390058.1111436,3.174353837966919,3.174353837966919,,
8930,train,1783390060.4941213,3.1253271102905273,3.1253271102905273,,
8940,train,1783390062.8555977,3.319342613220215,3.319342613220215,,
8950,train,1783390065.2548337,3.2075493335723877,3.2075493335723877,,
8960,train,1783390067.5629175,3.2933199405670166,3.2933199405670166,,
8970,train,1783390069.9443498,3.1733415126800537,3.1733415126800537,,
8980,train,1783390072.3466594,3.1311655044555664,3.1311655044555664,,
8990,train,1783390074.7197034,3.360152244567871,3.360152244567871,,
9000,train,1783390077.103049,3.216733455657959,3.216733455657959,,
9010,train,1783390079.437732,3.1965548992156982,3.1965548992156982,,
9020,train,1783390082.1563783,3.1796233654022217,3.1796233654022217,,
9030,train,1783390084.4929585,3.2258780002593994,3.2258780002593994,,
9040,train,1783390086.8441439,3.282595634460449,3.282595634460449,,
9050,train,1783390089.2353387,3.177830696105957,3.177830696105957,,
9060,train,1783390091.5929513,3.2408721446990967,3.2408721446990967,,
9070,train,1783390093.9398785,3.1580889225006104,3.1580889225006104,,
9080,train,1783390096.3385324,3.276444673538208,3.276444673538208,,
9090,train,1783390098.7156136,3.1715431213378906,3.1715431213378906,,
9100,train,1783390101.0959926,3.167940378189087,3.167940378189087,,
9110,train,1783390103.4560246,3.248012065887451,3.248012065887451,,
9120,train,1783390106.370757,3.005061626434326,3.005061626434326,,
9130,train,1783390108.741325,3.074470281600952,3.074470281600952,,
9140,train,1783390111.1170087,3.2411844730377197,3.2411844730377197,,
9150,train,1783390113.5363789,3.117497444152832,3.117497444152832,,
9160,train,1783390115.8635764,3.225332498550415,3.225332498550415,,
9170,train,1783390118.2464914,3.1895835399627686,3.1895835399627686,,
9180,train,1783390120.568127,3.181063652038574,3.181063652038574,,
9190,train,1783390122.9397554,3.2167084217071533,3.2167084217071533,,
9200,train,1783390125.3300033,3.2149064540863037,3.2149064540863037,,
9210,train,1783390127.6600797,3.212771415710449,3.212771415710449,,
9220,train,1783390130.4441547,3.153651237487793,3.153651237487793,,
9230,train,1783390132.8582103,3.2584164142608643,3.2584164142608643,,
9240,train,1783390135.2619462,3.262740135192871,3.262740135192871,,
9250,train,1783390137.6932485,3.222480058670044,3.222480058670044,,
9260,train,1783390140.1176798,3.189034938812256,3.189034938812256,,
9270,train,1783390142.4899127,3.2376840114593506,3.2376840114593506,,
9280,train,1783390144.8793843,3.2752609252929688,3.2752609252929688,,
9290,train,1783390147.256413,3.2407941818237305,3.2407941818237305,,
9300,train,1783390149.6362796,3.1551129817962646,3.1551129817962646,,
9310,train,1783390151.885756,3.2724504470825195,3.2724504470825195,,
9320,train,1783390154.8869758,3.1211328506469727,3.1211328506469727,,
9330,train,1783390157.290211,3.162736415863037,3.162736415863037,,
9340,train,1783390159.7103798,3.168104648590088,3.168104648590088,,
9350,train,1783390162.1076894,3.2139639854431152,3.2139639854431152,,
9360,train,1783390164.5091212,3.133740186691284,3.133740186691284,,
9370,train,1783390166.8718379,3.3309364318847656,3.3309364318847656,,
9380,train,1783390169.2684157,3.2284746170043945,3.2284746170043945,,
9390,train,1783390171.5981696,3.1970880031585693,3.1970880031585693,,
9400,train,1783390173.974591,3.156299352645874,3.156299352645874,,
9410,train,1783390176.7258196,3.3057775497436523,3.3057775497436523,,
9420,train,1783390179.0675473,3.1870546340942383,3.1870546340942383,,
9430,train,1783390181.4647279,3.235841989517212,3.235841989517212,,
9440,train,1783390183.8304589,3.317819833755493,3.317819833755493,,
9450,train,1783390186.2515929,3.279791831970215,3.279791831970215,,
9460,train,1783390188.668717,3.2503554821014404,3.2503554821014404,,
9470,train,1783390191.1217253,3.201767921447754,3.201767921447754,,
9480,train,1783390193.5735772,3.160710573196411,3.160710573196411,,
9490,train,1783390195.991138,3.1614255905151367,3.1614255905151367,,
9500,train,1783390198.3823612,3.218066453933716,3.218066453933716,,
9510,train,1783390201.1606848,3.2807977199554443,3.2807977199554443,,
9520,train,1783390203.5214884,3.36216139793396,3.36216139793396,,
9530,train,1783390205.8574364,3.2725369930267334,3.2725369930267334,,
9540,train,1783390208.2319639,3.232576608657837,3.232576608657837,,
9550,train,1783390210.6394904,3.1907660961151123,3.1907660961151123,,
9560,train,1783390212.9903104,3.266164541244507,3.266164541244507,,
9570,train,1783390215.3541524,3.2208025455474854,3.2208025455474854,,
9580,train,1783390217.7518487,3.273791790008545,3.273791790008545,,
9590,train,1783390220.129714,3.130431890487671,3.130431890487671,,
9600,train,1783390222.553444,3.318528413772583,3.318528413772583,,
9610,train,1783390225.3656628,3.191279888153076,3.191279888153076,,
9620,train,1783390227.7225938,3.344576835632324,3.344576835632324,,
9630,train,1783390230.084631,3.1788830757141113,3.1788830757141113,,
9640,train,1783390232.4448576,3.251779556274414,3.251779556274414,,
9650,train,1783390234.836599,3.3655312061309814,3.3655312061309814,,
9660,train,1783390237.1960924,3.280914068222046,3.280914068222046,,
9670,train,1783390239.5205781,3.260749578475952,3.260749578475952,,
9680,train,1783390241.8682356,3.155270576477051,3.155270576477051,,
9690,train,1783390244.222607,3.219264507293701,3.219264507293701,,
9700,train,1783390246.5618675,3.282660722732544,3.282660722732544,,
9710,train,1783390249.3542173,3.2050106525421143,3.2050106525421143,,
9720,train,1783390251.7013328,3.256756067276001,3.256756067276001,,
9730,train,1783390254.0448124,3.2064621448516846,3.2064621448516846,,
9740,train,1783390256.4375834,3.330983877182007,3.330983877182007,,
9750,train,1783390258.8617623,3.1393747329711914,3.1393747329711914,,
9760,train,1783390261.2186809,3.2949817180633545,3.2949817180633545,,
9770,train,1783390263.5765572,3.21120023727417,3.21120023727417,,
9780,train,1783390265.9531019,3.212059259414673,3.212059259414673,,
9790,train,1783390268.2936487,3.1821768283843994,3.1821768283843994,,
9800,train,1783390270.6019125,3.1711933612823486,3.1711933612823486,,
9810,train,1783390273.5031908,3.173574924468994,3.173574924468994,,
9820,train,1783390275.8599367,3.2018706798553467,3.2018706798553467,,
9830,train,1783390278.2200975,3.240736722946167,3.240736722946167,,
9840,train,1783390280.5974603,3.171783447265625,3.171783447265625,,
9850,train,1783390283.0068777,3.313394546508789,3.313394546508789,,
9860,train,1783390285.3799496,3.1798908710479736,3.1798908710479736,,
9870,train,1783390287.7249954,3.2395431995391846,3.2395431995391846,,
9880,train,1783390290.0718012,3.3021316528320312,3.3021316528320312,,
9890,train,1783390292.4046178,3.1892144680023193,3.1892144680023193,,
9900,train,1783390295.2474637,3.1663522720336914,3.1663522720336914,,
9910,train,1783390297.6977656,3.186326265335083,3.186326265335083,,
9920,train,1783390300.0443304,3.1530282497406006,3.1530282497406006,,
9930,train,1783390302.418153,3.244342803955078,3.244342803955078,,
9940,train,1783390304.8372386,3.154515504837036,3.154515504837036,,
9950,train,1783390307.2551575,3.2731540203094482,3.2731540203094482,,
9960,train,1783390309.5911431,3.293086051940918,3.293086051940918,,
9970,train,1783390311.947299,3.1933236122131348,3.1933236122131348,,
9980,train,1783390314.3773277,3.074246406555176,3.074246406555176,,
9990,train,1783390316.7209885,3.1963977813720703,3.1963977813720703,,
10000,train,1783390319.5018444,3.1100680828094482,3.1100680828094482,,
10000,validation,1783390433.45109,,,3.237677602767944,3.237677602767944
10010,train,1783390435.942901,3.301774263381958,3.301774263381958,,
10020,train,1783390438.3042,3.2440173625946045,3.2440173625946045,,
10030,train,1783390440.695404,3.233228921890259,3.233228921890259,,
10040,train,1783390443.0246823,3.286710739135742,3.286710739135742,,
10050,train,1783390445.4014864,3.128164529800415,3.128164529800415,,
10060,train,1783390447.7283773,3.1819674968719482,3.1819674968719482,,
10070,train,1783390450.1029406,3.201258659362793,3.201258659362793,,
10080,train,1783390452.4901383,3.28477144241333,3.28477144241333,,
10090,train,1783390454.8341873,3.196645498275757,3.196645498275757,,
10100,train,1783390457.6207488,3.327519416809082,3.327519416809082,,
10110,train,1783390459.9483535,3.247403621673584,3.247403621673584,,
10120,train,1783390462.2868004,3.249518632888794,3.249518632888794,,
10130,train,1783390464.6458714,3.162261724472046,3.162261724472046,,
10140,train,1783390466.9966717,3.1365716457366943,3.1365716457366943,,
10150,train,1783390469.4001465,3.1625072956085205,3.1625072956085205,,
10160,train,1783390471.7615945,3.1201834678649902,3.1201834678649902,,
10170,train,1783390474.141248,3.222675085067749,3.222675085067749,,
10180,train,1783390476.4582384,3.152376413345337,3.152376413345337,,
10190,train,1783390478.7744203,3.132929563522339,3.132929563522339,,
10200,train,1783390481.5679986,3.1863763332366943,3.1863763332366943,,
10210,train,1783390483.9159925,3.3062233924865723,3.3062233924865723,,
10220,train,1783390486.2734766,3.2550301551818848,3.2550301551818848,,
10230,train,1783390488.626103,3.1692209243774414,3.1692209243774414,,
10240,train,1783390490.998195,3.166196823120117,3.166196823120117,,
10250,train,1783390493.3894112,3.2194299697875977,3.2194299697875977,,
10260,train,1783390495.7589993,3.232876777648926,3.232876777648926,,
10270,train,1783390498.144463,3.2364556789398193,3.2364556789398193,,
10280,train,1783390500.475265,3.1967713832855225,3.1967713832855225,,
10290,train,1783390502.7406907,3.257791757583618,3.257791757583618,,
10300,train,1783390505.5987191,3.22910213470459,3.22910213470459,,
10310,train,1783390507.9569442,3.2065539360046387,3.2065539360046387,,
10320,train,1783390510.3372881,3.125443935394287,3.125443935394287,,
10330,train,1783390512.674583,3.1505625247955322,3.1505625247955322,,
10340,train,1783390515.0102432,3.223147392272949,3.223147392272949,,
10350,train,1783390517.3857396,3.2744832038879395,3.2744832038879395,,
10360,train,1783390519.7310588,3.324106216430664,3.324106216430664,,
10370,train,1783390522.0598397,3.2640438079833984,3.2640438079833984,,
10380,train,1783390524.4054544,3.283999443054199,3.283999443054199,,
10390,train,1783390527.1524599,3.1642894744873047,3.1642894744873047,,
10400,train,1783390529.5694447,3.2580909729003906,3.2580909729003906,,
10410,train,1783390531.9563348,3.1719088554382324,3.1719088554382324,,
10420,train,1783390534.3192868,3.2270610332489014,3.2270610332489014,,
10430,train,1783390536.7531798,3.3563883304595947,3.3563883304595947,,
10440,train,1783390539.1276217,3.1514129638671875,3.1514129638671875,,
10450,train,1783390541.5600233,3.2854180335998535,3.2854180335998535,,
10460,train,1783390543.9169602,3.2880239486694336,3.2880239486694336,,
10470,train,1783390546.2700696,3.318929672241211,3.318929672241211,,
10480,train,1783390548.6162055,3.225102186203003,3.225102186203003,,
10490,train,1783390551.325395,3.2722747325897217,3.2722747325897217,,
10500,train,1783390553.7075965,3.3276047706604004,3.3276047706604004,,
10510,train,1783390556.0623865,3.271052837371826,3.271052837371826,,
10520,train,1783390558.449376,3.239830732345581,3.239830732345581,,
10530,train,1783390560.8016028,3.2756783962249756,3.2756783962249756,,
10540,train,1783390563.1766343,3.2290947437286377,3.2290947437286377,,
10550,train,1783390565.5412557,3.2764534950256348,3.2764534950256348,,
10560,train,1783390567.9031837,3.1584978103637695,3.1584978103637695,,
10570,train,1783390570.257171,3.3102011680603027,3.3102011680603027,,
10580,train,1783390572.6043491,3.2910823822021484,3.2910823822021484,,
10590,train,1783390575.334377,3.2395927906036377,3.2395927906036377,,
10600,train,1783390577.7269373,3.1221818923950195,3.1221818923950195,,
10610,train,1783390580.0862455,3.3068017959594727,3.3068017959594727,,
10620,train,1783390582.4202619,3.2782015800476074,3.2782015800476074,,
10630,train,1783390584.7748883,3.110414505004883,3.110414505004883,,
10640,train,1783390587.1352532,3.189775228500366,3.189775228500366,,
10650,train,1783390589.5284078,3.1718859672546387,3.1718859672546387,,
10660,train,1783390591.9105594,3.2184603214263916,3.2184603214263916,,
10670,train,1783390594.2217705,3.0877878665924072,3.0877878665924072,,
10680,train,1783390596.572946,3.2896974086761475,3.2896974086761475,,
10690,train,1783390599.347009,3.3358302116394043,3.3358302116394043,,
10700,train,1783390601.7186763,3.2150378227233887,3.2150378227233887,,
10710,train,1783390604.0970204,3.3444108963012695,3.3444108963012695,,
10720,train,1783390606.4414382,3.2916862964630127,3.2916862964630127,,
10730,train,1783390608.7792695,3.2702841758728027,3.2702841758728027,,
10740,train,1783390611.1984425,3.1287288665771484,3.1287288665771484,,
10750,train,1783390613.5816627,3.213996648788452,3.213996648788452,,
10760,train,1783390615.9552667,3.194167137145996,3.194167137145996,,
10770,train,1783390618.303933,3.2309818267822266,3.2309818267822266,,
10780,train,1783390620.5755954,3.204930067062378,3.204930067062378,,
10790,train,1783390623.4349504,3.237863779067993,3.237863779067993,,
10800,train,1783390625.8613892,3.247865915298462,3.247865915298462,,
10810,train,1783390628.2389205,3.2804760932922363,3.2804760932922363,,
10820,train,1783390630.584976,3.2199244499206543,3.2199244499206543,,
10830,train,1783390632.9276063,3.257368326187134,3.257368326187134,,
10840,train,1783390635.286454,3.243784189224243,3.243784189224243,,
10850,train,1783390637.6868658,3.1528232097625732,3.1528232097625732,,
10860,train,1783390640.0341198,3.2245190143585205,3.2245190143585205,,
10870,train,1783390642.3715317,3.171193838119507,3.171193838119507,,
10880,train,1783390645.1880553,3.223015308380127,3.223015308380127,,
10890,train,1783390647.5318024,3.2051970958709717,3.2051970958709717,,
10900,train,1783390649.9547112,3.121138095855713,3.121138095855713,,
10910,train,1783390652.3557987,3.142947196960449,3.142947196960449,,
10920,train,1783390654.711206,3.27670955657959,3.27670955657959,,
10930,train,1783390657.1218164,3.303271532058716,3.303271532058716,,
10940,train,1783390659.5010266,3.27657151222229,3.27657151222229,,
10950,train,1783390662.0066838,3.1786320209503174,3.1786320209503174,,
10960,train,1783390664.3728943,3.1997385025024414,3.1997385025024414,,
10970,train,1783390666.716862,3.0738847255706787,3.0738847255706787,,
10980,train,1783390669.4690447,3.177004098892212,3.177004098892212,,
10990,train,1783390671.8091633,3.2929322719573975,3.2929322719573975,,
11000,train,1783390674.2469232,3.173633337020874,3.173633337020874,,
11010,train,1783390676.6263032,3.290705442428589,3.290705442428589,,
11020,train,1783390678.9880245,3.3199191093444824,3.3199191093444824,,
11030,train,1783390681.3603358,3.2036380767822266,3.2036380767822266,,
11040,train,1783390683.7521605,3.1841278076171875,3.1841278076171875,,
11050,train,1783390686.1602519,3.2322094440460205,3.2322094440460205,,
11060,train,1783390688.5169008,3.1112515926361084,3.1112515926361084,,
11070,train,1783390690.836221,3.1574878692626953,3.1574878692626953,,
11080,train,1783390693.801124,3.1479332447052,3.1479332447052,,
11090,train,1783390696.3139565,3.2081093788146973,3.2081093788146973,,
11100,train,1783390698.8012197,3.2622087001800537,3.2622087001800537,,
11110,train,1783390701.1640549,3.1814281940460205,3.1814281940460205,,
11120,train,1783390703.5189502,3.1241817474365234,3.1241817474365234,,
11130,train,1783390705.854884,3.1660332679748535,3.1660332679748535,,
11140,train,1783390708.1779156,3.242487907409668,3.242487907409668,,
11150,train,1783390710.5299501,3.2440128326416016,3.2440128326416016,,
11160,train,1783390712.8537126,3.196633815765381,3.196633815765381,,
11170,train,1783390715.182084,3.1880128383636475,3.1880128383636475,,
11180,train,1783390717.9484415,3.209900140762329,3.209900140762329,,
11190,train,1783390720.401908,3.189720392227173,3.189720392227173,,
11200,train,1783390722.7754815,3.142535924911499,3.142535924911499,,
11210,train,1783390725.107767,3.2952544689178467,3.2952544689178467,,
11220,train,1783390727.4975297,3.1943585872650146,3.1943585872650146,,
11230,train,1783390729.8304546,3.250504970550537,3.250504970550537,,
11240,train,1783390732.1516924,3.296029567718506,3.296029567718506,,
11250,train,1783390734.528255,3.2095072269439697,3.2095072269439697,,
11260,train,1783390736.8499885,3.2552859783172607,3.2552859783172607,,
11270,train,1783390739.1204054,3.2315587997436523,3.2315587997436523,,
11280,train,1783390741.9841816,3.186228036880493,3.186228036880493,,
11290,train,1783390744.3349764,3.2446651458740234,3.2446651458740234,,
11300,train,1783390746.6715815,3.300788402557373,3.300788402557373,,
11310,train,1783390749.021535,3.160508155822754,3.160508155822754,,
11320,train,1783390751.3903563,3.3459649085998535,3.3459649085998535,,
11330,train,1783390753.769333,3.189877510070801,3.189877510070801,,
11340,train,1783390756.1168287,3.257812738418579,3.257812738418579,,
11350,train,1783390758.504884,3.1447222232818604,3.1447222232818604,,
11360,train,1783390760.841426,3.2918548583984375,3.2918548583984375,,
11370,train,1783390763.6121173,3.2852489948272705,3.2852489948272705,,
11380,train,1783390766.023799,3.225193738937378,3.225193738937378,,
11390,train,1783390768.4563162,3.1359689235687256,3.1359689235687256,,
11400,train,1783390771.0249834,3.1762800216674805,3.1762800216674805,,
11410,train,1783390773.3646574,3.2151668071746826,3.2151668071746826,,
11420,train,1783390775.7317219,3.160257339477539,3.160257339477539,,
11430,train,1783390778.1076133,3.212451696395874,3.212451696395874,,
11440,train,1783390780.4801903,3.1752519607543945,3.1752519607543945,,
11450,train,1783390782.8471217,3.274217128753662,3.274217128753662,,
11460,train,1783390785.1942058,3.205655097961426,3.205655097961426,,
11470,train,1783390787.9824204,3.2528321743011475,3.2528321743011475,,
11480,train,1783390790.3373218,3.2175910472869873,3.2175910472869873,,
11490,train,1783390792.6824548,3.286898374557495,3.286898374557495,,
11500,train,1783390795.0897145,3.1380789279937744,3.1380789279937744,,
11510,train,1783390797.4452677,3.2026400566101074,3.2026400566101074,,
11520,train,1783390799.7922418,3.2796268463134766,3.2796268463134766,,
11530,train,1783390802.1659446,3.268159866333008,3.268159866333008,,
11540,train,1783390804.5217807,3.2554521560668945,3.2554521560668945,,
11550,train,1783390806.94949,3.1339714527130127,3.1339714527130127,,
11560,train,1783390809.2870426,3.281733989715576,3.281733989715576,,
11570,train,1783390812.09975,3.304821014404297,3.304821014404297,,
