step,split,time_unix,train_excitation_cross_entropy,train_loss,val_excitation_cross_entropy,val_loss
24800,train,1783394235.6005902,3.161578416824341,3.161578416824341,,
24810,train,1783394238.0751684,3.1592817306518555,3.1592817306518555,,
24820,train,1783394240.4905505,3.2458760738372803,3.2458760738372803,,
24830,train,1783394242.8984563,3.2006402015686035,3.2006402015686035,,
24840,train,1783394245.3186731,3.215786933898926,3.215786933898926,,
24850,train,1783394247.855597,3.042196750640869,3.042196750640869,,
24860,train,1783394250.2787628,3.203378677368164,3.203378677368164,,
24870,train,1783394252.7030683,3.1550519466400146,3.1550519466400146,,
24880,train,1783394255.1007192,3.1701278686523438,3.1701278686523438,,
24890,train,1783394257.4898384,3.1780476570129395,3.1780476570129395,,
24900,train,1783394260.5644636,3.14079213142395,3.14079213142395,,
24910,train,1783394262.9937952,3.21083664894104,3.21083664894104,,
24920,train,1783394265.449258,3.1788814067840576,3.1788814067840576,,
24930,train,1783394267.8521438,3.1792197227478027,3.1792197227478027,,
24940,train,1783394270.2669752,3.2553272247314453,3.2553272247314453,,
24950,train,1783394272.7323093,3.1286568641662598,3.1286568641662598,,
24960,train,1783394275.138301,3.235647439956665,3.235647439956665,,
24970,train,1783394277.5515413,3.152575731277466,3.152575731277466,,
24980,train,1783394279.900891,3.117452383041382,3.117452383041382,,
24990,train,1783394282.178902,3.1742959022521973,3.1742959022521973,,
25000,train,1783394285.2779815,3.1807539463043213,3.1807539463043213,,
25000,validation,1783394407.3444335,,,3.2091661977767942,3.2091661977767942
25010,train,1783394409.8669817,3.255991220474243,3.255991220474243,,
25020,train,1783394412.2381382,3.171823501586914,3.171823501586914,,
25030,train,1783394414.6749647,3.1023242473602295,3.1023242473602295,,
25040,train,1783394417.076103,3.173407793045044,3.173407793045044,,
25050,train,1783394419.5385838,3.0834810733795166,3.0834810733795166,,
25060,train,1783394421.9052622,3.205098867416382,3.205098867416382,,
25070,train,1783394424.2707448,3.1613779067993164,3.1613779067993164,,
25080,train,1783394426.683792,3.17684006690979,3.17684006690979,,
25090,train,1783394429.6786962,3.1394994258880615,3.1394994258880615,,
25100,train,1783394432.1559553,3.2259929180145264,3.2259929180145264,,
25110,train,1783394434.608782,3.1091468334198,3.1091468334198,,
25120,train,1783394437.0003734,3.1673943996429443,3.1673943996429443,,
25130,train,1783394439.4330437,3.135650634765625,3.135650634765625,,
25140,train,1783394441.8169675,3.1845340728759766,3.1845340728759766,,
25150,train,1783394444.2747924,3.240971803665161,3.240971803665161,,
25160,train,1783394446.6929686,3.1668434143066406,3.1668434143066406,,
25170,train,1783394449.054994,3.2170159816741943,3.2170159816741943,,
25180,train,1783394451.423688,3.23114275932312,3.23114275932312,,
25190,train,1783394454.1806295,3.2593002319335938,3.2593002319335938,,
25200,train,1783394456.553315,3.2542169094085693,3.2542169094085693,,
25210,train,1783394458.9348443,3.169318675994873,3.169318675994873,,
25220,train,1783394461.3709176,3.0663411617279053,3.0663411617279053,,
25230,train,1783394463.8517077,3.1519253253936768,3.1519253253936768,,
25240,train,1783394466.341708,3.1549129486083984,3.1549129486083984,,
25250,train,1783394468.795183,3.165667772293091,3.165667772293091,,
25260,train,1783394471.1397922,3.2117114067077637,3.2117114067077637,,
25270,train,1783394473.5175285,3.1530826091766357,3.1530826091766357,,
25280,train,1783394475.8687751,3.041872978210449,3.041872978210449,,
25290,train,1783394478.7759867,3.3127522468566895,3.3127522468566895,,
25300,train,1783394481.281233,3.1449832916259766,3.1449832916259766,,
25310,train,1783394483.6890423,3.185079336166382,3.185079336166382,,
25320,train,1783394486.0732872,3.1728227138519287,3.1728227138519287,,
25330,train,1783394488.4453201,3.1447947025299072,3.1447947025299072,,
25340,train,1783394490.8390405,3.160909414291382,3.160909414291382,,
25350,train,1783394493.2839181,3.0193376541137695,3.0193376541137695,,
25360,train,1783394495.6418772,3.0712504386901855,3.0712504386901855,,
25370,train,1783394498.0057096,3.1879215240478516,3.1879215240478516,,
25380,train,1783394500.335095,3.2686052322387695,3.2686052322387695,,
25390,train,1783394503.283348,3.198532819747925,3.198532819747925,,
25400,train,1783394505.7121422,3.149976968765259,3.149976968765259,,
25410,train,1783394508.0626712,3.1598739624023438,3.1598739624023438,,
25420,train,1783394510.4489357,3.203705072402954,3.203705072402954,,
25430,train,1783394512.812794,3.1252188682556152,3.1252188682556152,,
25440,train,1783394515.1506114,3.147601842880249,3.147601842880249,,
25450,train,1783394517.546251,3.1300058364868164,3.1300058364868164,,
25460,train,1783394519.9044707,3.277451276779175,3.277451276779175,,
25470,train,1783394522.2615204,3.0641961097717285,3.0641961097717285,,
25480,train,1783394524.482083,3.2440552711486816,3.2440552711486816,,
25490,train,1783394527.4308286,3.106825351715088,3.106825351715088,,
25500,train,1783394529.8383298,3.163522720336914,3.163522720336914,,
25510,train,1783394532.212009,3.1378982067108154,3.1378982067108154,,
25520,train,1783394534.5697086,3.127394437789917,3.127394437789917,,
25530,train,1783394536.9271283,3.1987428665161133,3.1987428665161133,,
25540,train,1783394539.27508,3.176262855529785,3.176262855529785,,
25550,train,1783394541.6518338,3.231248617172241,3.231248617172241,,
25560,train,1783394544.0049388,3.236222743988037,3.236222743988037,,
25570,train,1783394546.3634026,3.313866138458252,3.313866138458252,,
25580,train,1783394549.1172538,3.1946842670440674,3.1946842670440674,,
25590,train,1783394551.4782453,3.184159755706787,3.184159755706787,,
25600,train,1783394553.8919156,3.1927826404571533,3.1927826404571533,,
25610,train,1783394556.324596,3.1172807216644287,3.1172807216644287,,
25620,train,1783394558.7032814,3.1545352935791016,3.1545352935791016,,
25630,train,1783394561.0694125,3.3118486404418945,3.3118486404418945,,
25640,train,1783394563.444994,3.2555489540100098,3.2555489540100098,,
25650,train,1783394565.88996,3.069685459136963,3.069685459136963,,
25660,train,1783394568.2553344,3.184889793395996,3.184889793395996,,
25670,train,1783394570.6093333,3.144700765609741,3.144700765609741,,
25680,train,1783394573.4444802,3.0913407802581787,3.0913407802581787,,
25690,train,1783394575.8322628,3.235266923904419,3.235266923904419,,
25700,train,1783394578.2779326,3.1744067668914795,3.1744067668914795,,
25710,train,1783394580.631276,3.180582046508789,3.180582046508789,,
25720,train,1783394582.9948354,3.09580135345459,3.09580135345459,,
25730,train,1783394585.3199964,3.2462801933288574,3.2462801933288574,,
25740,train,1783394587.6680071,3.207376003265381,3.207376003265381,,
25750,train,1783394590.0468788,3.215172290802002,3.215172290802002,,
25760,train,1783394592.4048705,3.279160737991333,3.279160737991333,,
25770,train,1783394594.761727,3.1945736408233643,3.1945736408233643,,
25780,train,1783394597.5586662,3.0848066806793213,3.0848066806793213,,
25790,train,1783394599.8897915,3.156643867492676,3.156643867492676,,
25800,train,1783394602.252803,3.1861605644226074,3.1861605644226074,,
25810,train,1783394604.595427,3.0968751907348633,3.0968751907348633,,
25820,train,1783394606.9421926,3.180455446243286,3.180455446243286,,
25830,train,1783394609.2668757,3.1809496879577637,3.1809496879577637,,
25840,train,1783394611.6514835,3.25555682182312,3.25555682182312,,
25850,train,1783394614.0568235,3.140777349472046,3.140777349472046,,
25860,train,1783394616.3835633,3.284139633178711,3.284139633178711,,
25870,train,1783394618.7030349,3.0880136489868164,3.0880136489868164,,
25880,train,1783394621.4648821,3.203782558441162,3.203782558441162,,
25890,train,1783394623.8307266,3.1983067989349365,3.1983067989349365,,
25900,train,1783394626.2123046,3.1791532039642334,3.1791532039642334,,
25910,train,1783394628.5550501,3.248810291290283,3.248810291290283,,
25920,train,1783394630.9062023,3.062363862991333,3.062363862991333,,
25930,train,1783394633.2951763,3.2301018238067627,3.2301018238067627,,
25940,train,1783394635.6382446,3.2332072257995605,3.2332072257995605,,
25950,train,1783394638.050926,3.1654932498931885,3.1654932498931885,,
25960,train,1783394640.363218,3.2505409717559814,3.2505409717559814,,
25970,train,1783394642.5997362,3.0938730239868164,3.0938730239868164,,
25980,train,1783394645.4726803,3.210566997528076,3.210566997528076,,
25990,train,1783394647.8453484,3.069885730743408,3.069885730743408,,
26000,train,1783394650.238933,3.077730417251587,3.077730417251587,,
26010,train,1783394652.5955687,3.142822265625,3.142822265625,,
26020,train,1783394654.9590912,3.2359445095062256,3.2359445095062256,,
26030,train,1783394657.3157508,3.196915864944458,3.196915864944458,,
26040,train,1783394659.6749597,3.154635429382324,3.154635429382324,,
26050,train,1783394662.0716877,3.176457166671753,3.176457166671753,,
26060,train,1783394664.448299,3.1978566646575928,3.1978566646575928,,
26070,train,1783394667.2212958,3.108769178390503,3.108769178390503,,
26080,train,1783394669.5642185,3.15537691116333,3.15537691116333,,
26090,train,1783394671.8854325,3.2717227935791016,3.2717227935791016,,
26100,train,1783394674.2463334,3.183084011077881,3.183084011077881,,
26110,train,1783394676.5983155,3.1751370429992676,3.1751370429992676,,
26120,train,1783394678.9781842,3.121006727218628,3.121006727218628,,
26130,train,1783394681.3272014,3.1203625202178955,3.1203625202178955,,
26140,train,1783394683.6996198,3.110349416732788,3.110349416732788,,
26150,train,1783394686.1030793,3.2735447883605957,3.2735447883605957,,
26160,train,1783394688.4311783,3.1084370613098145,3.1084370613098145,,
26170,train,1783394691.1975727,3.1514949798583984,3.1514949798583984,,
26180,train,1783394693.5019207,3.2975261211395264,3.2975261211395264,,
26190,train,1783394695.872559,3.1587352752685547,3.1587352752685547,,
26200,train,1783394698.281484,3.229008197784424,3.229008197784424,,
26210,train,1783394700.652395,3.0784449577331543,3.0784449577331543,,
26220,train,1783394702.979948,3.259413242340088,3.259413242340088,,
26230,train,1783394705.314726,3.22570538520813,3.22570538520813,,
26240,train,1783394707.6646435,3.218242645263672,3.218242645263672,,
26250,train,1783394710.0374644,3.1854465007781982,3.1854465007781982,,
26260,train,1783394712.4030793,3.1882195472717285,3.1882195472717285,,
26270,train,1783394715.1901193,3.207644462585449,3.207644462585449,,
26280,train,1783394717.5542223,3.118269920349121,3.118269920349121,,
26290,train,1783394719.9332705,3.296572208404541,3.296572208404541,,
26300,train,1783394722.30046,3.231292963027954,3.231292963027954,,
26310,train,1783394724.6742527,3.1433207988739014,3.1433207988739014,,
26320,train,1783394727.0164905,3.201475143432617,3.201475143432617,,
26330,train,1783394729.3593192,3.2230758666992188,3.2230758666992188,,
26340,train,1783394731.7293897,3.2079050540924072,3.2079050540924072,,
26350,train,1783394734.0694237,3.119109630584717,3.119109630584717,,
26360,train,1783394736.3969648,3.1152572631835938,3.1152572631835938,,
26370,train,1783394739.1738126,3.1178529262542725,3.1178529262542725,,
26380,train,1783394741.5235398,3.1454341411590576,3.1454341411590576,,
26390,train,1783394743.8797414,3.2137410640716553,3.2137410640716553,,
26400,train,1783394746.2428052,3.168055534362793,3.168055534362793,,
26410,train,1783394748.6138482,3.2551262378692627,3.2551262378692627,,
26420,train,1783394750.9598544,3.2063920497894287,3.2063920497894287,,
26430,train,1783394753.3229814,3.213282585144043,3.213282585144043,,
26440,train,1783394755.6904814,3.298379898071289,3.298379898071289,,
26450,train,1783394758.033313,3.229625940322876,3.229625940322876,,
26460,train,1783394760.3148477,3.2381038665771484,3.2381038665771484,,
26470,train,1783394763.2359254,3.1873505115509033,3.1873505115509033,,
26480,train,1783394765.5875714,3.2168784141540527,3.2168784141540527,,
26490,train,1783394767.9698246,3.2226617336273193,3.2226617336273193,,
26500,train,1783394770.3784323,3.1380774974823,3.1380774974823,,
26510,train,1783394772.7480714,3.020848035812378,3.020848035812378,,
26520,train,1783394775.0893779,3.1286919116973877,3.1286919116973877,,
26530,train,1783394777.4450119,3.112356662750244,3.112356662750244,,
26540,train,1783394779.81894,3.1078431606292725,3.1078431606292725,,
26550,train,1783394782.2610972,3.142902135848999,3.142902135848999,,
26560,train,1783394785.051752,3.2748823165893555,3.2748823165893555,,
26570,train,1783394787.4013133,3.2170000076293945,3.2170000076293945,,
26580,train,1783394789.774112,3.164841413497925,3.164841413497925,,
26590,train,1783394792.1710234,3.1388614177703857,3.1388614177703857,,
26600,train,1783394794.542608,3.2858011722564697,3.2858011722564697,,
26610,train,1783394796.9060643,3.228142023086548,3.228142023086548,,
26620,train,1783394799.2767503,3.1478633880615234,3.1478633880615234,,
26630,train,1783394801.632622,3.193518877029419,3.193518877029419,,
26640,train,1783394803.9565694,3.1798417568206787,3.1798417568206787,,
26650,train,1783394806.318328,3.1587960720062256,3.1587960720062256,,
26660,train,1783394809.0972872,3.195862054824829,3.195862054824829,,
26670,train,1783394811.4381852,3.2526795864105225,3.2526795864105225,,
26680,train,1783394813.8413587,3.2673420906066895,3.2673420906066895,,
26690,train,1783394816.230677,3.063204526901245,3.063204526901245,,
26700,train,1783394818.6613066,3.1835384368896484,3.1835384368896484,,
26710,train,1783394821.0659673,3.1916418075561523,3.1916418075561523,,
26720,train,1783394823.4175885,3.2173914909362793,3.2173914909362793,,
26730,train,1783394825.7810943,2.9822072982788086,2.9822072982788086,,
26740,train,1783394828.1923766,3.130052328109741,3.130052328109741,,
26750,train,1783394830.6043377,3.1274993419647217,3.1274993419647217,,
26760,train,1783394833.5133097,3.2087440490722656,3.2087440490722656,,
26770,train,1783394835.8787882,3.144943952560425,3.144943952560425,,
26780,train,1783394838.207582,3.2685251235961914,3.2685251235961914,,
26790,train,1783394840.5642395,3.178253412246704,3.178253412246704,,
26800,train,1783394842.9784002,3.2607500553131104,3.2607500553131104,,
26810,train,1783394845.349588,3.268932342529297,3.268932342529297,,
26820,train,1783394847.7231715,3.213557720184326,3.213557720184326,,
26830,train,1783394850.0769572,3.184575080871582,3.184575080871582,,
26840,train,1783394852.4529135,3.2107582092285156,3.2107582092285156,,
26850,train,1783394854.8310926,3.1491031646728516,3.1491031646728516,,
26860,train,1783394857.6333902,3.080779790878296,3.080779790878296,,
26870,train,1783394860.0238607,3.156102180480957,3.156102180480957,,
26880,train,1783394862.4232926,3.196077585220337,3.196077585220337,,
26890,train,1783394864.7705917,3.1466448307037354,3.1466448307037354,,
26900,train,1783394867.1838725,3.2315049171447754,3.2315049171447754,,
26910,train,1783394869.591566,3.0539064407348633,3.0539064407348633,,
26920,train,1783394871.9536407,3.153179168701172,3.153179168701172,,
26930,train,1783394874.3408384,3.1987850666046143,3.1987850666046143,,
26940,train,1783394876.6690497,3.208949565887451,3.208949565887451,,
26950,train,1783394878.9591765,3.3101391792297363,3.3101391792297363,,
26960,train,1783394881.9318326,3.2224700450897217,3.2224700450897217,,
26970,train,1783394884.2920864,3.2522902488708496,3.2522902488708496,,
26980,train,1783394886.6571894,3.1262850761413574,3.1262850761413574,,
26990,train,1783394889.018818,3.151642322540283,3.151642322540283,,
27000,train,1783394891.4177034,3.1739184856414795,3.1739184856414795,,
27010,train,1783394893.7647371,3.2533457279205322,3.2533457279205322,,
27020,train,1783394896.11176,3.1704015731811523,3.1704015731811523,,
27030,train,1783394898.4799347,3.119248390197754,3.119248390197754,,
27040,train,1783394900.8214808,3.13049578666687,3.13049578666687,,
27050,train,1783394903.678344,3.2390284538269043,3.2390284538269043,,
27060,train,1783394906.0760717,3.0450329780578613,3.0450329780578613,,
27070,train,1783394908.4484854,3.2158117294311523,3.2158117294311523,,
27080,train,1783394910.8574374,3.1900746822357178,3.1900746822357178,,
27090,train,1783394913.2248175,3.110701084136963,3.110701084136963,,
27100,train,1783394915.6504788,3.2119429111480713,3.2119429111480713,,
27110,train,1783394917.9847171,3.2489888668060303,3.2489888668060303,,
27120,train,1783394920.3130028,3.148597002029419,3.148597002029419,,
27130,train,1783394922.6630075,3.157280445098877,3.157280445098877,,
27140,train,1783394924.9943447,3.1200053691864014,3.1200053691864014,,
27150,train,1783394927.7947688,3.1454577445983887,3.1454577445983887,,
27160,train,1783394930.153914,3.1861679553985596,3.1861679553985596,,
27170,train,1783394932.5526514,3.178018093109131,3.178018093109131,,
27180,train,1783394934.967955,3.215101480484009,3.215101480484009,,
27190,train,1783394937.324959,3.1755142211914062,3.1755142211914062,,
27200,train,1783394939.7306404,3.192821979522705,3.192821979522705,,
27210,train,1783394942.1291776,3.1892316341400146,3.1892316341400146,,
27220,train,1783394944.4720256,3.2489876747131348,3.2489876747131348,,
27230,train,1783394946.8574703,3.1613969802856445,3.1613969802856445,,
27240,train,1783394949.2143743,3.1043152809143066,3.1043152809143066,,
27250,train,1783394952.072629,3.223954439163208,3.223954439163208,,
27260,train,1783394954.4409778,3.239058494567871,3.239058494567871,,
27270,train,1783394956.803166,3.146426200866699,3.146426200866699,,
27280,train,1783394959.145557,3.0886080265045166,3.0886080265045166,,
27290,train,1783394961.53383,3.2299866676330566,3.2299866676330566,,
27300,train,1783394963.9214358,3.245246171951294,3.245246171951294,,
27310,train,1783394966.274754,3.2273108959198,3.2273108959198,,
27320,train,1783394968.6328895,3.1357195377349854,3.1357195377349854,,
27330,train,1783394970.9699366,3.139418125152588,3.139418125152588,,
27340,train,1783394973.2855225,3.1719958782196045,3.1719958782196045,,
27350,train,1783394976.1380067,3.1491146087646484,3.1491146087646484,,
27360,train,1783394978.4562473,3.2406527996063232,3.2406527996063232,,
27370,train,1783394980.8038383,3.2699801921844482,3.2699801921844482,,
27380,train,1783394983.1859975,3.0662922859191895,3.0662922859191895,,
27390,train,1783394985.5644004,3.074228286743164,3.074228286743164,,
27400,train,1783394988.0148792,3.0988337993621826,3.0988337993621826,,
27410,train,1783394990.3689368,3.062598466873169,3.062598466873169,,
27420,train,1783394992.7375944,3.1799817085266113,3.1799817085266113,,
27430,train,1783394995.0613298,3.2327897548675537,3.2327897548675537,,
27440,train,1783394997.2777908,3.1511096954345703,3.1511096954345703,,
27450,train,1783395000.1996036,3.087904691696167,3.087904691696167,,
27460,train,1783395002.5278637,3.205643892288208,3.205643892288208,,
27470,train,1783395004.8817658,3.130096197128296,3.130096197128296,,
27480,train,1783395007.2494864,3.1709203720092773,3.1709203720092773,,
27490,train,1783395009.605161,3.214663505554199,3.214663505554199,,
27500,train,1783395012.0181034,3.2321996688842773,3.2321996688842773,,
27510,train,1783395014.4004467,3.0842537879943848,3.0842537879943848,,
27520,train,1783395016.770216,3.122995615005493,3.122995615005493,,
27530,train,1783395019.1262248,3.0550477504730225,3.0550477504730225,,
27540,train,1783395021.9276197,3.1250412464141846,3.1250412464141846,,
27550,train,1783395024.3279824,3.24013352394104,3.24013352394104,,
27560,train,1783395026.6784658,3.1216647624969482,3.1216647624969482,,
27570,train,1783395029.0443356,3.1176769733428955,3.1176769733428955,,
27580,train,1783395031.4284337,3.2225589752197266,3.2225589752197266,,
27590,train,1783395033.812269,3.095560073852539,3.095560073852539,,
27600,train,1783395036.2032592,3.1445460319519043,3.1445460319519043,,
27610,train,1783395038.5385506,3.27424693107605,3.27424693107605,,
27620,train,1783395040.9110723,3.129584550857544,3.129584550857544,,
27630,train,1783395043.2525434,3.090136766433716,3.090136766433716,,
27640,train,1783395046.0009735,3.2666354179382324,3.2666354179382324,,
27650,train,1783395048.4196668,3.0678458213806152,3.0678458213806152,,
27660,train,1783395050.7903996,3.166553497314453,3.166553497314453,,
27670,train,1783395053.1054533,3.1613199710845947,3.1613199710845947,,
27680,train,1783395055.438216,3.183770179748535,3.183770179748535,,
27690,train,1783395057.8182309,3.265739917755127,3.265739917755127,,
27700,train,1783395060.2260718,3.179698944091797,3.179698944091797,,
27710,train,1783395062.5644298,3.180055856704712,3.180055856704712,,
27720,train,1783395064.8957286,3.1844284534454346,3.1844284534454346,,
27730,train,1783395067.231419,3.2938830852508545,3.2938830852508545,,
27740,train,1783395070.0366132,3.215149164199829,3.215149164199829,,
27750,train,1783395072.4612675,3.1310036182403564,3.1310036182403564,,
27760,train,1783395074.8222146,3.1168320178985596,3.1168320178985596,,
27770,train,1783395077.1507752,3.2001147270202637,3.2001147270202637,,
27780,train,1783395079.5557232,3.0729575157165527,3.0729575157165527,,
27790,train,1783395081.8866663,3.1675384044647217,3.1675384044647217,,
27800,train,1783395084.294102,3.162672758102417,3.162672758102417,,
27810,train,1783395086.6303012,3.1923272609710693,3.1923272609710693,,
27820,train,1783395088.9879344,3.1613192558288574,3.1613192558288574,,
27830,train,1783395091.2865224,3.174866199493408,3.174866199493408,,
27840,train,1783395094.0450706,3.286268711090088,3.286268711090088,,
27850,train,1783395096.4530342,3.299173355102539,3.299173355102539,,
27860,train,1783395098.7942514,3.189690589904785,3.189690589904785,,
27870,train,1783395101.1801949,3.0439417362213135,3.0439417362213135,,
27880,train,1783395103.4881654,3.2324423789978027,3.2324423789978027,,
27890,train,1783395105.840893,3.1869630813598633,3.1869630813598633,,
27900,train,1783395108.2415862,3.069122076034546,3.069122076034546,,
27910,train,1783395110.592731,3.2077341079711914,3.2077341079711914,,
27920,train,1783395112.9351606,3.177468776702881,3.177468776702881,,
27930,train,1783395115.149886,3.2087085247039795,3.2087085247039795,,
27940,train,1783395118.0692453,3.1214847564697266,3.1214847564697266,,
27950,train,1783395120.4189384,3.219075918197632,3.219075918197632,,
27960,train,1783395122.7611132,3.1996734142303467,3.1996734142303467,,
27970,train,1783395125.159117,3.009967565536499,3.009967565536499,,
27980,train,1783395127.51074,3.220818042755127,3.220818042755127,,
27990,train,1783395129.8628862,3.140606641769409,3.140606641769409,,
28000,train,1783395132.2347567,3.2550408840179443,3.2550408840179443,,
28010,train,1783395134.594872,3.146374225616455,3.146374225616455,,
28020,train,1783395136.932755,3.129244565963745,3.129244565963745,,
28030,train,1783395139.6813903,3.284757614135742,3.284757614135742,,
28040,train,1783395142.0431418,3.1574785709381104,3.1574785709381104,,
28050,train,1783395144.4467206,3.2118568420410156,3.2118568420410156,,
28060,train,1783395146.8168814,3.287757158279419,3.287757158279419,,
28070,train,1783395149.175074,3.1318981647491455,3.1318981647491455,,
28080,train,1783395151.5063903,3.2825114727020264,3.2825114727020264,,
28090,train,1783395153.855272,3.1469228267669678,3.1469228267669678,,
28100,train,1783395156.1994529,3.2663018703460693,3.2663018703460693,,
28110,train,1783395158.560876,3.165684700012207,3.165684700012207,,
28120,train,1783395160.857829,3.190898895263672,3.190898895263672,,
28130,train,1783395163.649988,3.252789258956909,3.252789258956909,,
28140,train,1783395166.0107596,3.1636035442352295,3.1636035442352295,,
28150,train,1783395168.3897152,3.2007479667663574,3.2007479667663574,,
28160,train,1783395170.7871506,3.0439412593841553,3.0439412593841553,,
28170,train,1783395173.102683,3.158259391784668,3.158259391784668,,
28180,train,1783395175.4579482,3.1344311237335205,3.1344311237335205,,
28190,train,1783395177.7942793,3.1315526962280273,3.1315526962280273,,
28200,train,1783395180.1724436,3.2725565433502197,3.2725565433502197,,
28210,train,1783395182.5047874,3.2176427841186523,3.2176427841186523,,
28220,train,1783395184.8055239,3.1536195278167725,3.1536195278167725,,
28230,train,1783395187.565845,3.189326763153076,3.189326763153076,,
28240,train,1783395189.903909,3.187763214111328,3.187763214111328,,
28250,train,1783395192.2755623,3.174137830734253,3.174137830734253,,
28260,train,1783395194.6353233,3.1464767456054688,3.1464767456054688,,
28270,train,1783395196.9733963,3.0903878211975098,3.0903878211975098,,
28280,train,1783395199.307138,3.243618965148926,3.243618965148926,,
28290,train,1783395201.6495893,3.1298418045043945,3.1298418045043945,,
28300,train,1783395204.0044465,3.210066080093384,3.210066080093384,,
28310,train,1783395206.3557222,3.1714913845062256,3.1714913845062256,,
28320,train,1783395208.6758583,3.133319854736328,3.133319854736328,,
28330,train,1783395211.4711933,3.145056962966919,3.145056962966919,,
28340,train,1783395213.8549125,3.125521659851074,3.125521659851074,,
28350,train,1783395216.2600079,3.269327402114868,3.269327402114868,,
28360,train,1783395218.601054,3.0921130180358887,3.0921130180358887,,
28370,train,1783395220.9582765,3.177933692932129,3.177933692932129,,
28380,train,1783395223.30716,3.1813130378723145,3.1813130378723145,,
28390,train,1783395225.651085,3.2287073135375977,3.2287073135375977,,
28400,train,1783395228.0274007,3.1341302394866943,3.1341302394866943,,
28410,train,1783395230.328257,3.153730630874634,3.153730630874634,,
28420,train,1783395232.564414,2.9901669025421143,2.9901669025421143,,
28430,train,1783395235.4373028,3.146453619003296,3.146453619003296,,
28440,train,1783395237.7857382,3.1841423511505127,3.1841423511505127,,
28450,train,1783395240.160111,3.184772253036499,3.184772253036499,,
28460,train,1783395242.5052078,3.1043713092803955,3.1043713092803955,,
28470,train,1783395244.8354232,3.255949020385742,3.255949020385742,,
28480,train,1783395247.2153196,3.1697278022766113,3.1697278022766113,,
28490,train,1783395249.5877337,3.169177770614624,3.169177770614624,,
28500,train,1783395251.948122,3.2542178630828857,3.2542178630828857,,
28510,train,1783395254.2898927,3.1687099933624268,3.1687099933624268,,
28520,train,1783395257.0772727,3.1560513973236084,3.1560513973236084,,
28530,train,1783395259.4439313,3.1162168979644775,3.1162168979644775,,
28540,train,1783395261.7850149,3.0926549434661865,3.0926549434661865,,
28550,train,1783395264.1532636,3.161015510559082,3.161015510559082,,
28560,train,1783395266.517128,3.263798952102661,3.263798952102661,,
28570,train,1783395268.857217,3.1215128898620605,3.1215128898620605,,
28580,train,1783395271.1810172,3.169090747833252,3.169090747833252,,
28590,train,1783395273.568117,3.0476787090301514,3.0476787090301514,,
28600,train,1783395275.9665298,3.168490171432495,3.168490171432495,,
28610,train,1783395278.291455,3.218879461288452,3.218879461288452,,
28620,train,1783395281.0864332,3.29215669631958,3.29215669631958,,
28630,train,1783395283.4941332,3.103533983230591,3.103533983230591,,
28640,train,1783395285.8567114,3.2054293155670166,3.2054293155670166,,
28650,train,1783395288.227478,3.233708143234253,3.233708143234253,,
28660,train,1783395290.5533128,3.27235746383667,3.27235746383667,,
28670,train,1783395292.9040644,3.1848268508911133,3.1848268508911133,,
28680,train,1783395295.2665849,3.19881010055542,3.19881010055542,,
28690,train,1783395297.6392887,3.1459641456604004,3.1459641456604004,,
28700,train,1783395300.0625482,3.0379557609558105,3.0379557609558105,,
28710,train,1783395302.3656147,3.2762415409088135,3.2762415409088135,,
28720,train,1783395305.158274,3.1765966415405273,3.1765966415405273,,
28730,train,1783395307.5262725,3.1913599967956543,3.1913599967956543,,
28740,train,1783395309.9237037,3.1005678176879883,3.1005678176879883,,
28750,train,1783395312.3662553,3.137744188308716,3.137744188308716,,
28760,train,1783395314.7038813,3.164029598236084,3.164029598236084,,
28770,train,1783395317.035618,3.1649749279022217,3.1649749279022217,,
28780,train,1783395319.3981373,3.045077085494995,3.045077085494995,,
28790,train,1783395321.7770813,3.045520782470703,3.045520782470703,,
28800,train,1783395324.1403086,3.1929004192352295,3.1929004192352295,,
28810,train,1783395326.434914,3.168628692626953,3.168628692626953,,
28820,train,1783395329.2461073,3.241755485534668,3.241755485534668,,
28830,train,1783395331.5897927,3.1880745887756348,3.1880745887756348,,
28840,train,1783395333.9182875,3.2027876377105713,3.2027876377105713,,
28850,train,1783395336.3065436,3.1907739639282227,3.1907739639282227,,
28860,train,1783395338.6424665,3.2659213542938232,3.2659213542938232,,
28870,train,1783395340.9643013,3.2250378131866455,3.2250378131866455,,
28880,train,1783395343.363133,3.1045947074890137,3.1045947074890137,,
28890,train,1783395345.7297814,3.1900787353515625,3.1900787353515625,,
28900,train,1783395348.1453304,3.2177231311798096,3.2177231311798096,,
28910,train,1783395350.3961368,3.1820316314697266,3.1820316314697266,,
28920,train,1783395353.2576873,3.12237548828125,3.12237548828125,,
28930,train,1783395355.6011596,3.203648328781128,3.203648328781128,,
28940,train,1783395357.9589696,3.0901596546173096,3.0901596546173096,,
28950,train,1783395360.3399718,3.0819921493530273,3.0819921493530273,,
28960,train,1783395362.6906753,3.1448020935058594,3.1448020935058594,,
28970,train,1783395365.0728064,3.2158477306365967,3.2158477306365967,,
28980,train,1783395367.4423375,3.1068856716156006,3.1068856716156006,,
28990,train,1783395369.7951558,3.204362392425537,3.204362392425537,,
29000,train,1783395372.205478,3.0786166191101074,3.0786166191101074,,
29010,train,1783395374.9724407,3.095916509628296,3.095916509628296,,
29020,train,1783395377.3522043,3.2037789821624756,3.2037789821624756,,
